Run 1,83
Run 2,83
Run 3,83
Run 4,83
Run 5,83
Run 6,83
Run 7,83
Run 8,83
Run 9,83
Run 10,83
Run 11,83
Run 12,83
Run 13,83
Run 14,83
Run 15,83
Run 16,83
Run 17,83
Run 18,83
Run 19,83
Run 20,83
Run 21,83
Run 22,83
Run 23,83
Run 24,83
Run 25,83
Run 26,83
Run 27,83
Run 28,83
Run 29,83
Run 30,83
Run 31,83
Run 32,83
Run 33,83
Run 34,83
Run 35,83
Run 36,83
Run 37,83
Run 38,83
Run 39,83
Run 40,83
Run 41,83
Run 42,83
Run 43,83
Run 44,83
Run 45,83
Run 46,83
Run 47,83
Run 48,83
Run 49,83
Run 50,83
Run 51,83
Run 52,83
Run 53,83
Run 54,83
Run 55,83
Run 56,83
Run 57,83
Run 58,83
Run 59,83
Run 60,83
Run 61,83
Run 62,83
Run 63,83
Run 64,83
Run 65,83
Run 66,83
Run 67,83
Run 68,83
Run 69,83
Run 70,83
Run 71,83
Run 72,83
Run 73,83
Run 74,83
Run 75,83
Run 76,83
Run 77,83
Run 78,83
Run 79,83
Run 80,83
Run 81,83
Run 82,83
Run 83,83
Run 84,83
Run 85,83
Run 86,83
Run 87,83
Run 88,83
Run 89,83
Run 90,83
Run 91,83
Run 92,83
Run 93,83
Run 94,83
Run 95,83
Run 96,83
Run 97,83
Run 98,83
Run 99,83
Run 100,83
Total time = 4754.08931 seconds.
