Run 1,259
Run 2,259
Run 3,259
Run 4,259
Run 5,259
Run 6,259
Run 7,259
Run 8,259
Run 9,259
Run 10,259
Run 11,259
Run 12,259
Run 13,259
Run 14,259
Run 15,259
Run 16,259
Run 17,259
Run 18,259
Run 19,259
Run 20,259
Run 21,259
Run 22,259
Run 23,259
Run 24,259
Run 25,259
Run 26,259
Run 27,259
Run 28,259
Run 29,259
Run 30,259
Run 31,259
Run 32,259
Run 33,259
Run 34,259
Run 35,259
Run 36,259
Run 37,259
Run 38,259
Run 39,259
Run 40,259
Run 41,259
Run 42,259
Run 43,259
Run 44,259
Run 45,259
Run 46,259
Run 47,259
Run 48,259
Run 49,259
Run 50,259
Run 51,259
Run 52,259
Run 53,259
Run 54,259
Run 55,259
Run 56,259
Run 57,259
Run 58,259
Run 59,259
Run 60,259
Run 61,259
Run 62,259
Run 63,259
Run 64,259
Run 65,259
Run 66,259
Run 67,259
Run 68,259
Run 69,259
Run 70,259
Run 71,259
Run 72,259
Run 73,259
Run 74,259
Run 75,259
Run 76,259
Run 77,259
Run 78,259
Run 79,259
Run 80,259
Run 81,259
Run 82,259
Run 83,259
Run 84,259
Run 85,259
Run 86,259
Run 87,259
Run 88,259
Run 89,259
Run 90,259
Run 91,259
Run 92,259
Run 93,259
Run 94,259
Run 95,259
Run 96,259
Run 97,259
Run 98,259
Run 99,259
Run 100,259
Total time = 59.37511 seconds.
